fid,InputID,TargetID,Distance
"3236","99164","91107",1398333.62482797
"3237","99164","85322",1548863.7729058
"3238","99164","91108",1402444.50684122
"3239","99164","78723",2477691.70891837
"3240","99164","78724",2482730.23021823
"3241","99164","78725",2488234.32121306
"3242","99164","78726",2457547.99999173
"3243","99164","78727",2464795.74388831
"3244","99164","78728",2464013.17573352
"3245","99164","78729",2460000.42649735
"3246","99164","78730",2463522.62728396
"3247","99164","78731",2469069.48515937
"3248","99164","78732",2459044.62525305
"3249","99164","78733",2464975.20601787
"3250","99164","78734",2455826.52598495
"3251","99164","78735",2470605.68934114
"3252","99164","78736",2465676.97734411
"3253","99164","78737",2472200.79398582
"3254","99164","78738",2460569.71479425
"3255","99164","78739",2477095.34465584
"3256","99164","78741",2482573.4245382
"3257","99164","78742",2484598.03519073
"3258","99164","78744",2485915.98866129
"3259","99164","78745",2479841.09623945
"3260","99164","78746",2471066.94612851
"3261","99164","78747",2490271.85368637
"3262","99164","12887",3417360.06454006
"3263","99164","12901",3364233.24318497
"3264","99164","12903",3367116.05211197
"3265","99164","12910",3346139.23052423
"3266","99164","12911",3371834.85864305
"3267","99164","12912",3352910.16988154
"3268","99164","12913",3333927.39395266
"3269","99164","12914",3271978.21560519
"3270","99164","12916",3281569.99618162
"3271","99164","12917",3303375.20367453
"3272","99164","12918",3349098.43212702
"3273","99164","12919",3356326.18840122
"3274","99164","12920",3313947.89748346
"3275","99164","12921",3359975.75879913
"3276","99164","12922",3286760.81704784
"3277","99164","12923",3320287.12192354
"3278","99164","12924",3364489.02867762
"3279","99164","12926",3291554.81754808
"3280","99164","12927",3282380.04303041
"3281","99164","12928",3388910.82821754
"3282","99164","12929",3345310.99547787
"3283","99164","12930",3283750.11042165
"3284","99164","12932",3372538.21426152
"3285","99164","12933",3329599.83645714
"3286","99164","12934",3327624.28017187
"3287","99164","12935",3335973.7041266
"3288","99164","64083",2046802.31944517
"3289","99164","64084",2040567.06320459
"3290","99164","58563",1197635.9736346
"3291","99164","58564",1211964.62725515
"3292","99164","64085",2052150.55347232
"3293","99164","58565",1197799.69010255
"3294","99164","58566",1239953.64812785
"3295","99164","58568",1238227.92824922
"3296","99164","64086",2051998.63954077
"3297","99164","58569",1224367.07678431
"3298","99164","64088",2044776.23293804
"3299","99164","58570",1245550.14524279
"3300","99164","64089",2003380.29886928
"3301","99164","64090",2069952.31360805
"3302","99164","64092",1995854.52122251
"3303","99164","58571",1197417.35146137
"3304","99164","58572",1281498.62359093
"3305","99164","58573",1302441.00490194
"3306","99164","64093",2099456.77052579
"3307","99164","58575",1233772.3003723
"3308","99164","64096",2088057.15618562
"3309","99164","64097",2062251.09859787
"3310","99164","64098",1975333.70737822
"3311","99164","64101",2017472.46066495
"3312","99164","64102",2017792.64851785
"3313","99164","58576",1210540.52633522
"3314","99164","19133",3443632.67855245
"3315","99164","19134",3446301.63183851
"3316","99164","19135",3449216.34848898
"3317","99164","19136",3450653.94484195
"3318","99164","19137",3448690.08224347
"3319","99164","19138",3439143.58554172
"3320","99164","19139",3438463.60342646
"3321","99164","34202",3714833.62257798
"3322","99164","34203",3703564.36325874
"3323","99164","34205",3695201.76015255
"3324","99164","34207",3699052.86325855
"3325","99164","34208",3699909.20580525
"3326","99164","34209",3689525.13591838
"3327","99164","34210",3695459.81655371
"3328","99164","34211",3712355.20668077
"3329","99164","34212",3706404.33995737
"3330","99164","34215",3689021.66993221
"3331","99164","34216",3680233.06578244
"3332","99164","90713",1432829.44290641
"3333","99164","90715",1433524.01973201
"3334","99164","90716",1434592.62583031
"3335","99164","90717",1439908.95753002
"3336","99164","85254",1521343.6787889
"3337","99164","90720",1438406.83238946
"3338","99164","85255",1517304.41146168
"3339","99164","90723",1427612.55665687
"3340","99164","85256",1536179.95729226
"3341","99164","85257",1538367.04902008
"3342","99164","90731",1446762.50070604
"3343","99164","90732",1445606.03485668
"3344","99164","85258",1528112.53660997
"3345","99164","85259",1526358.04973461
"3346","99164","90740",1442621.91711072
"3347","99164","90742",1447145.66525933
"3348","99164","90743",1446097.85475307
"3349","99164","85260",1523410.53947101
"3350","99164","90744",1441274.72425286
"3351","99164","85262",1501707.24070115
"3352","99164","89521",842080.670118269
"3353","99164","85263",1509922.16337077
"3354","99164","90745",1436572.17396424
"3355","99164","85264",1530293.68185827
"3356","99164","14435",3126872.90005187
"3357","99164","14437",3126868.54587222
"3358","99164","14441",3181581.22921121
"3359","99164","14445",3123589.4081794
"3360","99164","14450",3129959.90433692
"3361","99164","14454",3114931.29043906
"3362","99164","14456",3171552.1626706
"3363","99164","14462",3121235.25913345
"3364","99164","14464",3081154.65182552
"3365","99164","14466",3130416.64015084
"3366","99164","14467",3117340.80957895
"3367","99164","14468",3092541.55591261
"3368","99164","14469",3134983.55089268
"3369","99164","14470",3076918.08909934
"3370","99164","14471",3138106.31401411
"3371","99164","14472",3122718.66258137
"3372","99164","14475",3130056.80377526
"3373","99164","14476",3072877.36904701
"3374","99164","14477",3065787.39111175
"3375","99164","14478",3173253.39282835
"3376","99164","05657",3441387.48239975
"3377","99164","05658",3460886.29218007
"3378","99164","05660",3436400.37510205
"3379","99164","05661",3434351.26597444
"3380","99164","05663",3444957.99569235
"3381","99164","05664",3446126.99511341
"3382","99164","05667",3461589.72147589
"3383","99164","05669",3444276.92595414
"3384","99164","05672",3428795.17617895
"3385","99164","05673",3430966.49018177
"3386","99164","05674",3432788.37476766
"3387","99164","05675",3467352.70495338
"3388","99164","05676",3427617.78129738
"3389","99164","05677",3433110.58816985
"3390","99164","05678",3459829.21313365
"3391","99164","05679",3456968.61943138
"3392","99164","05680",3445139.51176514
"3393","99164","05681",3453575.53256422
"3394","99164","05682",3443044.71076696
"3395","99164","05701",3448552.88492674
"3396","99164","05730",3463719.28896116
"3397","99164","05732",3425626.92941514
"3398","99164","05733",3427017.69235771
"3399","99164","15929",3125220.71988473
"3400","99164","15930",3155478.54460347
"3401","99164","15931",3141889.67877634
"3402","99164","15934",3149759.51865529
"3403","99164","15935",3141028.26450633
"3404","99164","15936",3148498.77934376
"3405","99164","15937",3139544.49067174
"3406","99164","15938",3157606.32544798
"3407","99164","15940",3151408.30852315
"3408","99164","15942",3143088.10066836
"3409","99164","15943",3137561.64557544
"3410","99164","15944",3124582.68001242
"3411","99164","15945",3141117.82018568
"3412","99164","15946",3158310.76922486
"3413","99164","15948",3142557.52840264
"3414","99164","15949",3119635.05555115
"3415","99164","15951",3149709.09455862
"3416","99164","15952",3150697.78961149
"3417","99164","61428",2255814.7693468
"3418","99164","61430",2240142.5558921
"3419","99164","61431",2258866.80362947
"3420","99164","53051",2311968.30963059
"3421","99164","61432",2265708.11520404
"3422","99164","61433",2269651.4333545
"3423","99164","36866",3093477.65808808
"3424","99164","53057",2279193.11335252
"3425","99164","53058",2291991.61742914
"3426","99164","61434",2249591.58353543
"3427","99164","61435",2218132.18029226
"3428","99164","53059",2275592.3240236
"3429","99164","61436",2251047.97325196
"3430","99164","53061",2283251.79764154
"3431","99164","61437",2193462.31611056
"3432","99164","36867",3147593.99480111
"3433","99164","53063",2307253.8464353
"3434","99164","61438",2231834.87810643
"3435","99164","61439",2232407.42271893
"3436","99164","53065",2258192.86860116
"3437","99164","61440",2249965.91636229
"3438","99164","61441",2271093.28216391
"3439","99164","36869",3148914.84903309
"3440","99164","61442",2185705.63525742
"3441","99164","36870",3141478.22656163
"3442","99164","36871",3160692.14962647
"3443","99164","61443",2253038.57232397
"3444","99164","36874",3129520.72749429
"3445","99164","53066",2285262.42373473
"3446","99164","61447",2210099.906984
"3447","99164","53069",2289584.52684493
"3448","99164","36875",3148365.7803413
"3449","99164","61448",2245326.03708338
"3450","99164","70090",2942761.41126833
"3451","99164","70091",3100997.30201018
"3452","99164","70092",3002345.89013069
"3453","99164","70094",2980189.24862705
"3454","99164","70112",2985463.83789003
"3455","99164","70113",2986172.18976715
"3456","99164","70114",2989945.69375258
"3457","99164","70115",2986439.31794945
"3458","99164","70116",2985483.45561482
"3459","99164","32666",3566956.07432909
"3460","99164","32667",3560430.21119317
"3461","99164","32668",3565544.31508444
"3462","99164","32669",3529974.46351742
"3463","99164","32680",3497199.41210965
"3464","99164","32681",3574208.45713766
"3465","99164","32683",3542709.53402337
"3466","99164","32686",3574246.94516753
"3467","99164","32692",3514736.3177528
"3468","99164","32693",3517181.25407836
"3469","99164","32694",3550146.59722648
"3470","99164","32696",3557814.79245608
"3471","99164","32697",3520432.73073115
"3472","99164","32701",3691022.68337393
"3473","99164","32702",3644580.56608873
"3474","99164","32703",3677451.27101277
"3475","99164","32707",3695173.85026467
"3476","99164","32708",3696298.68956947
"3477","99164","32709",3730756.40434262
"3478","99164","32712",3675600.66111325
"3479","99164","32713",3677678.97316055
"3480","99164","32714",3688203.12162778
"3481","99164","32720",3665301.40173809
"3482","99164","32724",3671830.5204846
"3483","99164","32725",3683178.89986959
"3484","99164","32726",3654546.60576353
"3485","99164","07631",3488874.15024055
"3486","99164","07632",3491365.40765032
"3487","99164","21029",3345164.1018149
"3488","99164","07640",3483696.08324237
"3489","99164","07641",3483682.58709018
"3490","99164","21030",3352269.27103539
"3491","99164","07642",3478009.74187485
"3492","99164","21031",3353249.58182828
"3493","99164","07643",3486087.34808584
"3494","99164","21032",3380753.39811454
"3495","99164","64874",2205500.61610408
"3496","99164","65001",2256030.75587496
"3497","99164","65010",2209538.02114051
"3498","99164","65011",2198405.30297648
"3499","99164","65013",2276211.87961907
"3500","99164","65014",2283108.09336173
"3501","99164","65016",2246585.77531253
"3502","99164","65017",2232347.03633768
"3503","99164","65018",2195716.50903525
"3504","99164","65020",2217014.67066767
"3505","99164","65023",2205941.79714848
"3506","99164","65024",2255260.16004192
"3507","99164","65025",2183615.03521173
"3508","99164","65026",2213012.95812291
"3509","99164","65032",2225598.85773345
"3510","99164","65034",2180521.04954577
"3511","99164","65035",2257545.40484831
"3512","99164","65037",2197075.68015247
"3513","99164","65039",2210790.72700297
"3514","99164","65040",2229797.66831644
"3515","99164","65041",2274781.53825713
"3516","99164","65043",2229266.56967155
"3517","99164","65046",2192525.4555375
"3518","99164","65047",2222578.42284415
"3519","99164","65048",2249170.36608595
"3520","99164","65049",2213176.23838045
"3521","99164","65050",2191326.93761697
"3522","99164","65051",2261528.37302976
"3523","99164","65052",2223492.45650635
"3524","99164","65053",2214541.44890573
"3525","99164","65054",2249764.72087726
"3526","99164","65058",2248913.47583362
"3527","99164","65059",2242342.12273569
"3528","99164","65061",2265378.47561958
"3529","99164","65062",2270427.25254287
"3530","99164","65063",2224820.72872109
"3531","99164","65064",2214732.11207029
"3532","99164","65065",2217238.79398049
"3533","99164","65066",2291104.51536913
"3534","99164","65067",2250174.03278434
"3535","99164","12453",3436309.95415482
"3536","99164","12454",3411497.66036793
"3537","99164","12455",3379387.61764603
"3538","99164","12456",3434388.47073719
"3539","99164","12457",3414528.04883722
"3540","99164","12458",3412064.1866091
"3541","99164","12459",3373584.55656118
"3542","99164","12460",3405678.26842703
"3543","99164","12461",3419298.76124149
"3544","99164","12463",3425445.41689593
"3545","99164","12464",3407434.53626483
"3546","99164","12465",3393400.67533906
"3547","99164","12466",3441527.59262012
"3548","99164","12468",3390344.43575214
"3549","99164","12469",3397811.67539599
"3550","99164","12470",3416670.89017967
"3551","99164","12471",3439641.94357994
"3552","99164","12472",3436587.87847246
"3553","99164","12473",3421081.24198277
"3554","99164","12474",3378570.26787145
"3555","99164","23459",3540884.62444157
"3556","99164","23460",3546888.38883687
"3557","99164","23461",3553735.72763294
"3558","99164","33976",3828138.03188543
"3559","99164","33980",3772030.76268106
"3560","99164","23462",3535811.72969875
"3561","99164","54401",2129968.78392284
"3562","99164","23464",3535988.19771833
"3563","99164","33981",3764753.56779594
"3564","99164","23480",3527119.73490185
"3565","99164","23486",3523495.66756005
"3566","99164","54403",2142755.17984439
"3567","99164","54405",2085835.2407781
"3568","99164","23487",3491386.54501409
"3569","99164","23488",3514423.21374963
"3570","99164","54406",2177058.15970886
"3571","99164","33982",3797208.16663322
"3572","99164","54407",2174713.74562494
"3573","99164","54408",2158292.07601576
"3574","99164","33983",3772375.04930317
"3575","99164","23502",3529878.98368404
"3576","99164","54409",2166426.51979824
"3577","99164","33990",3807163.16404812
"3578","99164","54410",2117997.30844643
"3579","99164","23503",3520608.88004575
"3580","99164","54411",2103102.11264689
"3581","99164","54412",2117887.38956301
"3582","99164","33991",3801920.71450301
"3583","99164","67548",1711837.34193339
"3584","99164","67550",1754425.77670652
"3585","99164","67552",1769451.89474059
"3586","99164","67553",1709204.95796088
"3587","99164","67554",1805820.92007414
"3588","99164","67556",1697221.28035291
"3589","99164","67557",1783127.25661543
"3590","99164","67559",1717466.14732906
"3591","99164","67560",1683248.69347982
"3592","99164","67561",1830716.35281519
"3593","99164","67563",1748826.88345109
"3594","99164","67564",1743919.16066219
"3595","99164","67565",1731486.24882869
"3596","99164","67566",1841946.93205157
"3597","99164","67567",1758319.2268842
"3598","99164","67568",1822259.39020141
"3599","99164","67570",1861284.86652194
"3600","99164","67575",1729218.28363939
"3601","99164","67576",1787416.05524978
"3602","99164","67578",1805351.30074346
"3603","99164","67579",1816900.96557728
"3604","99164","67581",1816801.33890194
"3605","99164","67601",1691845.90201046
"3606","99164","67621",1646846.51974886
"3607","99164","67622",1599576.16294832
"3608","99164","67623",1681943.05249033
"3609","99164","67625",1635153.58986836
"3610","99164","67626",1735944.16912825
"3611","99164","67628",1668763.54321179
"3612","99164","67629",1579513.85176947
"3613","99164","67631",1632330.71475503
"3614","99164","67632",1645240.85439879
"3615","99164","67634",1747421.52740546
"3616","99164","67635",1568786.60072937
"3617","99164","67637",1670481.96358121
"3618","99164","67638",1678009.51927028
"3619","99164","67639",1645457.95551484
"3620","99164","67640",1710775.66767328
"3621","99164","67642",1625675.03993887
"3622","99164","67643",1573185.62275596
"3623","99164","67644",1656432.68490859
"3624","99164","67645",1608258.64153063
"3625","99164","67646",1626768.50694281
"3626","99164","91201",1398068.85621136
"3627","99164","85323",1533545.30783376
"3628","99164","91202",1398218.48011745
"3629","99164","91203",1399848.57555092
"3630","99164","85324",1465168.64272546
"3631","99164","91204",1401682.90384607
"3632","99164","91205",1401530.90544131
"3633","99164","85325",1440163.99420572
"3634","99164","91206",1398710.13695127
"3635","99164","91207",1396418.23023746
"3636","99164","91208",1395313.30706352
"3637","99164","78748",2482016.743249
"3638","99164","78749",2475715.81184509
"3639","99164","78750",2460839.02699158
"3640","99164","78751",2474964.43934863
"3641","99164","78752",2474179.41715525
"3642","99164","78753",2471501.0012486
"3643","99164","78754",2475533.09366432
"3644","99164","78756",2472942.37536334
"3645","99164","78757",2470793.65185549
"3646","99164","78758",2469071.76334688
"3647","99164","78759",2464623.07986357
"3648","99164","78801",2441984.68993537
"3649","99164","12936",3386016.4986353
"3650","99164","12937",3279637.82858618
"3651","99164","12939",3322776.79395514
"3652","99164","12941",3359259.44308153
"3653","99164","12942",3356656.8050383
"3654","99164","12943",3359946.73769332
"3655","99164","12944",3370899.13179487
"3656","99164","12945",3320862.66535989
"3657","99164","12946",3344048.65180787
"3658","99164","12950",3370437.59671637
"3659","99164","12952",3331821.07091494
"3660","99164","12953",3303891.80233052
"3661","99164","12955",3324934.63387746
"3662","99164","12956",3385945.73328215
"3663","99164","12957",3276706.66114355
"3664","99164","12958",3347000.0996772
"3665","99164","64105",2018108.37763712
"3666","99164","64106",2019474.74183901
"3667","99164","58577",1223255.61385162
"3668","99164","64108",2019769.01273087
"3669","99164","58579",1247990.43113774
"3670","99164","64109",2022146.75081536
"3671","99164","58580",1157383.38667624
"3672","99164","64110",2023595.47231003
"3673","99164","58581",1335747.53717242
"3674","99164","19140",3442384.86925217
"3675","99164","19141",3441077.78037046
"3676","99164","19142",3440046.07360083
"3677","99164","19143",3439629.61632828
"3678","99164","19144",3439068.67823278
"3679","99164","19145",3443652.56528246
"3680","99164","19146",3443076.4577259
"3681","99164","19147",3445644.35847894
"3682","99164","19148",3446918.18791613
"3683","99164","34217",3685832.66700441
"3684","99164","34219",3707238.23879686
"3685","99164","34221",3689748.67482295
"3686","99164","34222",3696660.69257935
"3687","99164","34223",3750491.68146777
"3688","99164","34224",3758869.15743452
"3689","99164","34228",3697855.13966729
"3690","99164","34229",3725016.22958179
"3691","99164","34231",3716877.12585158
"3692","99164","34232",3715315.38286238
"3693","99164","34233",3718583.70940458
"3694","99164","34234",3707048.82661815
"3695","99164","34235",3711859.70730545
"3696","99164","89523",831432.741495083
"3697","99164","85266",1505934.96737047
"3698","99164","90746",1432357.57000949
"3699","99164","90747",1431889.35589125
"3700","99164","90755",1438095.60918144
"3701","99164","85268",1527488.87230859
"3702","99164","89701",868806.275486384
"3703","99164","89702",867037.491735983
"3704","99164","90802",1444189.07172851
"3705","99164","89703",868066.487652077
"3706","99164","85281",1541853.27886077
"3707","99164","89704",857060.23946162
"3708","99164","89705",874832.437938624
"3709","99164","90803",1443184.55740784
"3710","99164","05734",3402692.71242441
"3711","99164","05735",3429256.74139177
"3712","99164","05736",3441492.91171904
"3713","99164","05737",3442968.72779932
"3714","99164","05738",3456528.41803245
"3715","99164","05739",3453024.02956265
"3716","99164","05740",3419972.21296829
"3717","99164","05742",3456915.99105695
"3718","99164","05743",3416985.18627482
"3719","99164","05744",3432426.66716142
"3720","99164","05747",3438410.40639689
"3721","99164","05748",3436612.44646992
"3722","99164","05751",3456424.77760847
"3723","99164","05753",3413591.87792243
"3724","99164","05757",3438364.79000201
"3725","99164","05758",3465590.99902961
"3726","99164","05759",3448179.61134428
"3727","99164","15953",3146729.29137753
"3728","99164","15954",3127873.25808805
"3729","99164","15955",3155807.06294914
"3730","99164","15956",3147846.98136612
"3731","99164","15957",3129220.69977467
"3732","99164","15958",3149903.63917908
"3733","99164","15960",3132643.4258721
"3734","99164","15961",3130449.03441771
"3735","99164","15962",3151259.16969451
"3736","99164","15963",3155747.27799472
"3737","99164","16001",3032551.32415589
"3738","99164","16002",3043553.81463142
"3739","99164","16020",3026446.82033869
"3740","99164","16022",3041871.22292098
"3741","99164","16023",3053160.4125711
"3742","99164","53070",2318709.21820814
"3743","99164","61449",2258551.33629124
"3744","99164","61450",2207073.43172666
"3745","99164","36877",3137766.50044017
"3746","99164","61451",2268122.89680273
"3747","99164","61452",2248677.05033187
"3748","99164","61453",2202298.19981523
"3749","99164","36879",3092479.93838307
"3750","99164","36901",2929077.55995396
"3751","99164","61454",2197432.99936235
"3752","99164","53072",2303558.80675852
"3753","99164","36904",2945055.84485468
"3754","99164","36907",2914453.14704997
"3755","99164","36908",2956345.22586094
"3756","99164","36910",2945334.93595903
"3757","99164","53073",2300085.17220493
"3758","99164","36912",2931991.67368328
"3759","99164","61455",2239006.6026202
"3760","99164","36913",2942300.98600349
"3761","99164","36915",2948928.58110178
"3762","99164","36916",2951316.25987451
"3763","99164","55040",1844139.68064643
"3764","99164","55041",1947740.81015684
"3765","99164","55042",1885796.51011607
"3766","99164","70117",2987687.30342545
"3767","99164","70118",2983161.5001837
"3768","99164","70119",2983291.53094966
"3769","99164","70121",2979364.20408748
"3770","99164","70122",2981920.99424984
"3771","99164","70123",2977394.33830445
"3772","99164","70124",2979634.76896499
"3773","99164","32730",3693796.52429236
"3774","99164","32732",3703922.91914499
"3775","99164","32735",3647594.57330098
"3776","99164","32736",3664626.63413466
"3777","99164","32738",3685660.10107592
"3778","99164","32744",3677753.67662721
"3779","99164","32746",3684672.5373257
"3780","99164","32750",3689201.36882526
"3781","99164","32751",3693963.08789834
"3782","99164","32754",3721087.42226015
"3783","99164","32759",3711967.37671407
"3784","99164","32763",3675486.28065593
"3785","99164","32764",3697911.85498102
"3786","99164","32765",3702893.03877255
"3787","99164","32766",3713048.06035049
"3788","99164","32767",3654558.80358244
"3789","99164","32771",3682972.05444945
"3790","99164","32773",3693269.23488961
"3791","99164","32776",3670456.27189108
"3792","99164","32778",3656782.48007746
"3793","99164","32779",3684046.37313018
"3794","99164","32780",3742095.13548016
"3795","99164","32784",3642382.20030184
"3796","99164","32789",3697212.46507321
"3797","99164","32792",3700253.14773791
"3798","99164","32796",3731818.17391269
"3799","99164","32798",3670854.41083654
"3800","99164","32801",3700029.1307496
"3801","99164","32803",3700890.93107014
"3802","99164","32804",3695657.46151017
"3803","99164","32805",3698650.09776807
"3804","99164","32806",3703197.12936314
"3805","99164","32807",3704418.57273223
"3806","99164","32808",3692218.76640111
"3807","99164","32809",3705174.47065167
"3808","99164","07644",3481293.40269189
"3809","99164","21034",3378332.23037422
"3810","99164","07645",3475427.40491631
"3811","99164","21035",3383274.53020122
"3812","99164","21036",3339915.55126912
"3813","99164","07646",3483369.7866341
"3814","99164","07647",3485748.98530133
"3815","99164","21658",3421128.03457135
"3816","99164","21659",3467351.30690813
"3817","99164","21660",3439372.91522289
"3818","99164","08096",3453060.02615983
"3819","99164","08097",3451794.22834639
"3820","99164","21661",3406297.45811286
"3821","99164","21662",3427707.0314742
"3822","99164","08098",3447051.64095562
"3823","99164","08102",3447246.42452445
"3824","99164","65068",2180380.30537303
"3825","99164","65069",2259796.98721833
"3826","99164","65072",2205067.01861049
"3827","99164","65074",2210584.86234251
"3828","99164","65075",2239703.62155819
"3829","99164","65076",2237703.00320797
"3830","99164","65077",2243406.98790179
"3831","99164","65078",2176760.52798412
"3832","99164","65079",2210246.60864458
"3833","99164","65080",2238262.89054153
"3834","99164","65081",2178146.049475
"3835","99164","65082",2229446.75520023
"3836","99164","65083",2233491.40358282
"3837","99164","65084",2185377.31216252
"3838","99164","65085",2244416.65816172
"3839","99164","65101",2233818.66843378
"3840","99164","65109",2219493.72961165
"3841","99164","65201",2203121.58322246
"3842","99164","65202",2192038.48072653
"3843","99164","65203",2192512.35250498
"3844","99164","65215",2194226.34283753
"3845","99164","65230",2147410.94318353
"3846","99164","65231",2222002.80878411
"3847","99164","65232",2224389.72019111
"3848","99164","65233",2166259.51079357
"3849","99164","65236",2110147.51704035
"3850","99164","65237",2169823.57554554
"3851","99164","65239",2153303.72725959
"3852","99164","65240",2193375.66133251
"3853","99164","65243",2173328.36827155
"3854","99164","65244",2138957.50935038
"3855","99164","65246",2119918.16719937
"3856","99164","65247",2144525.31911848
"3857","99164","65248",2158619.44596613
"3858","99164","65250",2151393.7622075
"3859","99164","65251",2225730.44393617
"3860","99164","65254",2139938.4224402
"3861","99164","65255",2192816.04582229
"3862","99164","65256",2173784.2677574
"3863","99164","65257",2159543.69419528
"3864","99164","65258",2176043.17055238
"3865","99164","54413",2118411.1898191
"3866","99164","54414",2170402.0872674
"3867","99164","23504",3525971.07790471
"3868","99164","54416",2190824.76088505
"3869","99164","54417",2132415.98088582
"3870","99164","54418",2180663.27560314
"3871","99164","54420",2091161.81607757
"3872","99164","54421",2087062.03841132
"3873","99164","54422",2072287.27390049
"3874","99164","23505",3520850.19377107
"3875","99164","54423",2163195.85882046
"3876","99164","23507",3522683.99007519
"3877","99164","54424",2160868.77718631
"3878","99164","33993",3795782.82214742
"3879","99164","34101",3865692.68473562
"3880","99164","54425",2080479.88880003
"3881","99164","23508",3520915.34407981
"3882","99164","54426",2110434.53738735
"3883","99164","67647",1610540.64762677
"3884","99164","67648",1733296.15006765
"3885","99164","67649",1722567.24720269
"3886","99164","67650",1606431.61825186
"3887","99164","67651",1691006.6992835
"3888","99164","67653",1564692.06255118
"3889","99164","67654",1588147.24790032
"3890","99164","67656",1656081.30481317
"3891","99164","67657",1650985.96527827
"3892","99164","67658",1706013.83985635
"3893","99164","67659",1616743.4551357
"3894","99164","67660",1715789.66486201
"3895","99164","67661",1632755.23035028
"3896","99164","67663",1669849.1947413
"3897","99164","67664",1614753.07454413
"3898","99164","67665",1726173.23890427
"3899","99164","67667",1703935.29696314
"3900","99164","67669",1654470.75395801
"3901","99164","67671",1708628.17071528
"3902","99164","67672",1644456.37430952
"3903","99164","67673",1710784.40318759
"3904","99164","67674",1712220.95302383
"3905","99164","67675",1672659.13572864
"3906","99164","67701",1539040.44070757
"3907","99164","78802",2460193.97970294
"3908","99164","78827",2536184.41317634
"3909","99164","78828",2387203.10983813
"3910","99164","78829",2501928.83880503
"3911","99164","78830",2538610.77969721
"3912","99164","78832",2410203.59551354
"3913","99164","78833",2400785.56274924
"3914","99164","78834",2522815.86672299
"3915","99164","78836",2549849.77998913
"3916","99164","78837",2327431.5268928
"3917","99164","78838",2432828.91302361
"3918","99164","78839",2504820.76316919
"3919","99164","78840",2353122.39170242
"3920","99164","78843",2394663.57789667
"3921","99164","78850",2478137.20807521
"3922","99164","78851",2275205.35029106
"3923","99164","78852",2475645.67202073
"3924","99164","78860",2501919.85536821
"3925","99164","78861",2474044.42148008
"3926","99164","78870",2460216.64001271
"3927","99164","78871",2289805.40097486
"3928","99164","78872",2481667.50398045
"3929","99164","78873",2411316.2085813
"3930","99164","78877",2442801.41925834
"3931","99164","78879",2425500.49395632
"3932","99164","78880",2362087.2841344
"3933","99164","78881",2457409.82628809
"3934","99164","78883",2441931.92720445
"3935","99164","78884",2438408.50122659
"3936","99164","78885",2416373.60153327
"3937","99164","78886",2500573.7498107
"3938","99164","78931",2574883.60907813
"3939","99164","78932",2547418.23391112
"3940","99164","78933",2600484.73604135
"3941","99164","78934",2597399.02276612
"3942","99164","78935",2605364.05296506
"3943","99164","78938",2580184.05637597
"3944","99164","78940",2570629.43815268
"3945","99164","78941",2558377.14305861
"3946","99164","78942",2534332.44742279
"3947","99164","12959",3337619.36442291
"3948","99164","12960",3384022.77561244
"3949","99164","12961",3383300.42053201
"3950","99164","12962",3354506.71729551
"3951","99164","12964",3374253.68169699
"3952","99164","12965",3274086.57044247
"3953","99164","12966",3290303.85488559
"3954","99164","12967",3273075.47563287
"3955","99164","12969",3318566.27727585
"3956","99164","12970",3309344.85435875
"3957","99164","12972",3362261.05994735
"3958","99164","12973",3295668.89257938
"3959","99164","12974",3389402.78506131
"3960","99164","12975",3374036.76392513
"3961","99164","12976",3316153.7408081
"3962","99164","12977",3334934.53896389
"3963","99164","12978",3342488.90976755
"3964","99164","12979",3361102.99003033
"3965","99164","12980",3293309.38102958
"3966","99164","12981",3339545.13050285
"3967","99164","12983",3324110.30103445
"3968","99164","12985",3348903.6856223
"3969","99164","12986",3305955.24253007
"3970","99164","12987",3356747.05908763
"3971","99164","12989",3326435.74996065
"3972","99164","64111",2020683.63248883
"3973","99164","64112",2021869.49326642
"3974","99164","64113",2023137.58049428
"3975","99164","64114",2026376.8165869
"3976","99164","64116",2016711.4982745
"3977","99164","58601",1091244.91481118
"3978","99164","58620",1057637.37030445
"3979","99164","64117",2019529.24481748
"3980","99164","58621",1007095.46291089
"3981","99164","64118",2012921.91322146
"3982","99164","64119",2017199.11318579
"3983","99164","58622",1058250.76980996
"3984","99164","64120",2022108.37400963
"3985","99164","64123",2022500.70329865
"3986","99164","64124",2021750.10497028
"3987","99164","34236",3709375.97404739
"3988","99164","34237",3711491.48850899
"3989","99164","34238",3723036.18871225
"3990","99164","34239",3713037.60190676
"3991","99164","34240",3723107.87381531
"3992","99164","34241",3728195.65589697
"3993","99164","34242",3715600.39132309
"3994","99164","34243",3705289.68349548
"3995","99164","34251",3732680.56200919
"3996","99164","34266",3771447.80147803
"3997","99164","34268",3769624.30497704
"3998","99164","34269",3766606.77566953
"3999","99164","34275",3732423.50280111
"4000","99164","34285",3736204.58856534
"4001","99164","34286",3754881.13733629
"4002","99164","34287",3752590.61033155
"4003","99164","34288",3761939.51403152
"4004","99164","34289",3757710.17475326
"4005","99164","34291",3749512.76718853
"4006","99164","34292",3742088.06465302
"4007","99164","34293",3748236.89119675
"4008","99164","34420",3613967.39027308
"4009","99164","34428",3577419.90508695
"4010","99164","34429",3583978.41515954
"4011","99164","44509",2965814.11524427
"4012","99164","90804",1440329.87209741
